start_timestamp,tournament_name,category_name,ground_type,round_name,status,winner,home_team,away_team,home_set1,home_set2,home_set3,home_set4,home_set5,away_set1,away_set2,away_set3,away_set4,away_set5
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,2.0,Polina Kudermetova,Alycia Parks,3.0,2.0,,,,6.0,6.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,2.0,Daria Saville,Elena-Gabriela Ruse,3.0,4.0,,,,6.0,6.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Cristina Bucsa,Laura Siegemund,6.0,7.0,,,,2.0,6.0,,,
1739014200,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Veronika Kudermetova,Erika Andreeva,6.0,6.0,6.0,,,1.0,7.0,3.0,,
1739014200,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Veronika Kudermetova,Erika Andreeva,6.0,6.0,6.0,,,1.0,7.0,3.0,,
1739014200,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Veronika Kudermetova,Erika Andreeva,6.0,6.0,6.0,,,1.0,7.0,3.0,,
1739014500,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Katie Volynets,Rebeka Masarova,6.0,6.0,6.0,,,1.0,7.0,1.0,,
1739014500,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Katie Volynets,Rebeka Masarova,6.0,6.0,6.0,,,1.0,7.0,1.0,,
1739014500,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Katie Volynets,Rebeka Masarova,6.0,6.0,6.0,,,1.0,7.0,1.0,,
1739016600,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,2.0,Varvara Gracheva,Aoi Ito,2.0,4.0,,,,6.0,6.0,,,
